,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
43565,For consultations on Medical Assistance in Dying,2020-01-15,2020-01-17,"Vancouver, British Columbia, Canada; Calgary, Alberta, Canada",1668.05,283.48,339.0,233.55,0.0,2524.08,Trip amendment from P10 of 2019/20
43568,To engage with stakeholders in Housing sectors and to make announcements on the National Housing Strategy on behalf of the Minister,2020-01-14,2020-01-16,"Regina, Saskatchewan, Canada; Calgary, Alberta, Canada; Edmonton, Alberta, Canada",1772.47,241.7,405.29,223.95,0.0,2643.41,The airfare amount is net of a travel credit of $370.78
43593,To accompany the Parliamentary Secretary for engagements with stakeholders in Housing sectors and for announcements on the National Housing Strategy,2020-01-13,2020-01-16,"Regina, Saskatchewan, Canada; Calgary, Alberta, Canada; Edmonton, Alberta, Canada",2385.23,225.84,559.64,274.5,0.0,3445.21,Trip amendment from P10 of 2019/20
43626,Cancelled trip,2020-03-15,2020-03-18,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada",2226.73,0.0,0.0,0.0,0.0,2226.73,"Credit of $2,041.93 has been issued for future trip"
43628,To make various announcements,2020-03-01,2020-03-06,"Moncton, New Brunswick, Canada; Charlottetown, Prince Edward Island, Canada; Barrie, Ontario, Canada; Toronto, Ontario, Canada",1997.15,382.02,534.34,253.9,0.0,3167.41,Credit of $526.72 has been issued for future trip
43634,To make announcements; To attend the Cabinet retreat,2020-01-16,2020-01-21,"Toronto, Ontario, Canada; Winnipeg, Manitoba, Canada",1184.03,86.67,562.8,162.4,0.0,1995.9,"Trip newly disclosed: occurred in P10, reimbursed in P12"
43635,"To make several site visits, roundtable meetings and announcements",2020-01-05,2020-01-09,"Guelph, Ontario, Canada; Waterloo, Ontario, Canada; London, Ontario, Canada",0.0,70.06,844.51,0.0,0.0,914.57,"Trip newly disclosed: occurred in P10, reimbursed in P12"
43644,Cancelled trip,2020-03-15,2020-03-18,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada",1483.04,0.0,0.0,0.0,0.0,1483.04,"Trip amendment from a cancelled trip in P12, due to credit received in P7 of 2020/21

Credit of $1,429.44 has been issued for future trip"
43653,Cancelled trip,2020-03-15,2020-03-18,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada",1885.35,0.0,0.0,0.0,0.0,1885.35,"Trip amendment from a cancelled trip in P12, due to credit received in P7 of 2020/21

Credit of $1,746.75 has been issued for future trip"
43659,"To accompany the Minister at multiple site visits, meetings with stakeholders, announcements, and roundtables on Housing and Poverty ",2020-01-05,2020-01-09,"Guelph, Ontario, Canada; Waterloo, Ontario, Canada; London, Ontario, Canada",0.0,233.91,440.25,416.55,0.0,1090.71,"Trip newly disclosed: occurred in P10, reimbursed in P12"
43662,"To accompany the Minister to an announcement on Housing, a Poverty Reductions Strategy roundtable and to attend the Cabinet Retreat",2020-01-16,2020-01-21,"Toronto, Ontario, Canada; Winnipeg, Manitoba, Canada",1184.03,72.97,562.8,172.25,0.0,1992.05,"Trip newly disclosed: occurred in P10, reimbursed in P12"
43679,Cancelled trip,2020-03-18,2020-03-21,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada; Edmonton, Alberta, Canada",1158.99,0.0,0.0,0.0,0.0,1158.99,"Trip amendment from a cancelled trip in P12 of 2019/20, due to credit received in P8 of 2020/21

Credit of $1,063.07 has been issued for future trip"
43681,To attend meetings with stakeholders on the Ontario Tour,2020-02-13,2020-02-14,"Windsor, Ontario, Canada; London, Ontario, Canada",411.33,129.95,143.37,183.0,0.0,867.65,"Trip newly disclosed: occurred in P11, reimbursed in P12"
43682,Cancelled trip,2020-03-18,2020-03-21,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada; Edmonton, Alberta, Canada",1281.03,0.0,0.0,0.0,0.0,1281.03,"Trip amendment from a cancelled trip in P12 of 2019/20, due to credit received in P8 of 2020/21

Credit of $1,185.11 has been issued for future trip"
43683,To accompany the Minister to meetings with stakeholders on the Ontario Tour,2020-02-13,2020-02-14,"Windsor, Ontario, Canada; London, Ontario, Canada",828.31,347.12,128.98,121.45,0.0,1425.86,"Trip newly disclosed: occurred in P11, reimbursed in P12"
43685,Cancelled trip,2020-03-18,2020-03-21,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada; Edmonton, Alberta, Canada",800.36,0.0,0.0,0.0,0.0,800.36,"Trip amendment from a cancelled trip in P12 of 2019/20, due to credit received in P8 of 2020/21

Credit of $707.96 has been issued for future trip"
43689,To accompany the Minister to meetings with stakeholders on the Ontario Tour,2020-02-13,2020-02-14,"Windsor, Ontario, Canada; London, Ontario, Canada",828.31,0.0,127.98,121.45,0.0,1077.74,"Trip newly disclosed: occurred in P11, reimbursed in P12"
43719,"To perform ministerial duties, including consultation meetings and various announcements",2021-07-05,2021-07-11,"Edmonton, Alberta, Canada; Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Toronto, Ontario, Canada; Ottawa, Ontario, Canada",1927.01,389.82,770.41,358.3,0.0,3445.54,"The airfare amount is net of a travel credit of $438.29

Trip newly disclosed: occurred in P4, reimbursed in P5"
43720,"To perform ministerial duties, including consultation meetings and various announcements",2021-07-12,2021-07-16,"Halifax, Nova Scotia, Canada; Québec, Quebec, Canada; Montréal, Quebec, Canada",2200.39,511.93,517.7,336.95,0.0,3566.97,"Credit of $400.25 has been issued for future trip

Trip newly disclosed: occurred in P4, reimbursed in P5"
43721,"To perform ministerial duties, including consultation meetings and various announcements",2021-07-18,2021-07-31,"Toronto, Ontario, Canada; Waterloo, Ontario, Canada; Hamilton, Ontario, Canada; Vancouver, British Columbia, Canada; Whitehorse, Yukon, Canada; Charlottetown, Prince Edward Island, Canada; St. John's, Newfoundland And Labrador, Canada; London, Ontario, Canada; Windsor, Ontario, Canada",4761.61,1407.48,2384.92,1022.0,0.0,9576.01,"Credit of $843.28 has been issued for future trip

Trip newly disclosed: occurred in P4, reimbursed in P5"
43729,"To accompany the Minister to perform ministerial duties, including consultation meetings and various announcements",2021-07-05,2021-07-11,"Edmonton, Alberta, Canada; Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Toronto, Ontario, Canada; Ottawa, Ontario, Canada",2005.82,23.38,770.41,358.3,0.0,3157.91,"The airfare amount is net of a travel credit of $359.48

Trip newly disclosed: occurred in P4, reimbursed in P5"
43730,"To accompany the Minister to perform ministerial duties, including consultation meetings and various announcements",2021-07-12,2021-07-16,"Halifax, Nova Scotia, Canada; Québec, Quebec, Canada; Montréal, Quebec, Canada",2200.39,22.76,517.7,336.95,0.0,3077.8,"Credit of $400.25 has been issued for future trip

Trip newly disclosed: occurred in P4, reimbursed in P5"
43731,"To accompany the Minister to perform ministerial duties, including consultation meetings and various announcements",2021-07-18,2021-07-31,"Toronto, Ontario, Canada; Waterloo, Ontario, Canada; Hamilton, Ontario, Canada; Vancouver, British Columbia, Canada; Whitehorse, Yukon, Canada; Charlottetown, Prince Edward Island, Canada; St. John's, Newfoundland And Labrador, Canada; London, Ontario, Canada; Windsor, Ontario, Canada",5110.9,22.37,2384.92,1022.0,0.0,8540.19,"Credit of $843.28 has been issued for future trip

The airfare amount is net of a travel credit of $429.54

Trip newly disclosed: occurred in P4, reimbursed in P5"
43735,To accompany the Minister in Vancouver and Whitehorse,2021-07-20,2021-07-23,"Vancouver, British Columbia, Canada; Whitehorse, Yukon, Canada",3104.81,63.8,409.83,242.1,0.0,3820.54,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43737,To accompany the Parliamentary Secretary for announcements and meetings,2021-07-28,2021-07-30,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",2360.03,195.07,468.08,242.1,0.0,3265.28,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43746,To attend stakeholder meetings and to make announcements on behalf of the Minister,2021-07-26,2021-07-30,"Saskatoon, Saskatchewan, Canada; Regina, Saskatchewan, Canada; Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",3234.1,482.09,763.05,379.4,0.0,4858.64,"Trip newly disclosed: occurred in P4, reimbursed in P6"
43748,To accompany the Parliamentary Secretary to various announcements and stakeholder meetings,2021-07-26,2021-07-28,"Saskatoon, Saskatchewan, Canada; Regina, Saskatchewan, Canada",1028.84,296.0,294.97,220.5,0.0,1840.31,"Trip newly disclosed: occurred in P4, reimbursed in P6"
43770,To attend meetings with stakeholders,2021-11-09,2021-11-10,"Montréal, Quebec, Canada; Halifax, Nova Scotia, Canada",1208.57,155.56,192.03,170.55,0.0,1726.71,"Trip newly disclosed: occurred in P8, reimbursed in P9"
43771,To attend meetings with stakeholders,2021-11-04,2021-11-07,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",3748.69,0.0,222.07,287.85,0.0,4258.61,"Trip newly disclosed: occurred in P8, reimbursed in P9"
43832,"To accompany the Minister for meetings with stakeholders, announcements, roundtables and visits to Service Canada Centres",2022-04-10,2022-04-14,"Burlington, Ontario, Canada; Milton, Ontario, Canada; Hamilton, Ontario, Canada; Windsor, Ontario, Canada; Chatham, Ontario, Canada; Sault Ste. Marie, Ontario, Canada",1280.73,461.96,0.0,448.2,0.0,2190.89,The airfare amount is net of a travel credit of $551.58
43845,To accompany the Minister on meetings for Post Budget Engagements in different cities; a United Nations engagement meeting and a Disaster Response and Climate Resilience meeting,2022-04-11,2022-04-19,"Port Coquitlam, British Columbia, Canada; Vancouver, British Columbia, Canada; Burnaby, British Columbia, Canada; Delta, British Columbia, Canada; Surrey, British Columbia, Canada;",1428.31,326.7,0.0,0.0,0.0,1755.01,"Trip newly disclosed: occurred in P1, reimbursed in P2"
43847,"To accompanied the Minister for two announcement events, an Early Learning and Child Care (ELCC) roundtable, meetings with stakeholders and visits to Service Canada Centres",2022-04-19,2022-04-24,"Edmonton, Alberta, Canada; Calgary, Alberta, Canada",1994.36,134.32,185.25,371.65,0.0,2685.58,"Trip newly disclosed: occurred in P1, reimbursed in P2"
43856,Accompany the Minister to Post Budget Tour with Labour Stakeholders,2022-04-10,2022-04-14,"St. John's, Newfoundland And Labrador, Canada; Halifax, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",2266.22,352.36,663.53,470.35,0.0,3752.46,"Trip newly disclosed: occurred in P1, reimbursed in P2"
43857,Accompany the Minister to Post Budget Tour with Labour Stakeholders,2022-04-10,2022-04-14,"St. John's, Newfoundland And Labrador, Canada; Halifax, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",2542.09,77.89,663.53,470.35,0.0,3753.86,"Trip newly disclosed: occurred in P1, reimbursed in P2"
43926,To attend Skills Training and Workforce Development Announcements and Meetings,2022-07-24,2022-07-25,"Winnipeg, Manitoba, Canada; Calgary, Alberta, Canada; Edmonton, Alberta, Canada",4159.8,0.0,127.8,175.0,0.0,4462.6,"Trip amendment from P4 of 2022-23

Credit of $2,068.05 has been issued for future trip"
43939,To fulfill the mandate of the Parliamentary Secretary Committee on Service,2022-07-12,2022-07-16,"Regina, Saskatchewan, Canada; Winnipeg, Manitoba, Canada; Kenora, Ontario, Canada",1533.7,393.82,665.44,524.35,0.0,3117.31,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43941,To fulfill the mandate of the Parliamentary Secretary Committee on Service,2022-07-14,2022-07-19,"Halifax, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",0.0,500.19,400.36,393.8,0.0,1294.35,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43949,To attend conference and meetings with stakeholder,2022-07-10,2022-07-14,"Windsor, Ontario, Canada; Hamilton, Ontario, Canada; Niagara Falls, Ontario, Canada; Mississauga, Ontario, Canada",1785.97,0.0,936.64,492.25,5.59,3220.45,Trip amendment from P4 of 2022-23 due to expense received in P6 of 2022-23
43951,To accompany the Minister to attend meeting with stakeholder and event with unions-workers,2022-07-14,2022-07-19,"Halifax, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",1956.78,631.57,1324.0,590.7,0.0,4503.05,"Trip newly disclosed: occurred in P4, reimbursed in P5

Charlottetown and Halifax were last-minute bookings and there was limited hotel availability in both cities due to local events, and these were the best-cheapest options we could find."
43954,To accompany the Minister to attend meetings with stakeholder,2022-07-10,2022-07-14,"Windsor, Ontario, Canada; Hamilton, Ontario, Canada; Niagara Falls, Ontario, Canada; Mississauga, Ontario, Canada",3561.17,0.0,918.62,492.25,0.0,4972.04,"Trip newly disclosed: occurred in P4, reimbursed in P5

Credit of $1,396.12 has been issued for future trip"
43955,To meet with stakeholders and senior serving organizations during her Quebec and Atlantic Canada Summer Tour,2022-07-18,2022-07-28,"Bromont, Quebec, Canada; Montréal, Quebec, Canada; Campbellton, New Brunswick, Canada; Miramichi, New Brunswick, Canada; Brampton, Ontario, Canada; Moncton, New Brunswick, Canada; Charlottetown, Prince Edward Island, Canada",1879.32,0.0,1951.8,1082.95,0.0,4914.07,Trip amendment from P4 of 2022-23
43957,To support the Minister for her Quebec and Atlantic Canada Summer Tour,2022-07-18,2022-07-25,"Bromont, Quebec, Canada; Montréal, Quebec, Canada; Fredericton, New Brunswick, Canada",1039.68,1030.21,1048.4,787.6,0.0,3905.89,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43959,To support the Minister for her Summer Tour in Quebec,2022-07-18,2022-07-22,"Bromont, Quebec, Canada; Montréal, Quebec, Canada",1244.18,127.76,828.25,492.25,0.0,2692.44,"Trip newly disclosed: occurred in P4, reimbursed in P5"
43973,To accompany the Minister at announcements and meetings,2022-08-22,2022-08-27,"Halifax, Nova Scotia, Canada; Truro, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",801.57,574.69,1316.89,514.15,0.0,3207.3,"Trip newly disclosed: occurred in P5, reimbursed in P6"
43974,To accompany the Minister to Skills Training and Workforce Development Announcements and Meetings,2022-07-24,2022-07-27,"Winnipeg, Manitoba, Canada; Calgary, Alberta, Canada; Edmonton, Alberta, Canada",2250.81,380.43,462.36,393.8,0.0,3487.4,"Trip newly disclosed: occurred in P4, reimbursed in P6"
43976,To accompany the Minister to Skills Training and Workforce Development Announcements and Meetings,2022-07-24,2022-07-27,"Winnipeg, Manitoba, Canada; Calgary, Alberta, Canada; Edmonton, Alberta, Canada",2375.96,35.65,462.36,393.8,0.0,3267.77,"Trip newly disclosed: occurred in P4, reimbursed in P6"
43978,To accompany the Minister for stakeholder visits and announcements,2022-08-14,2022-08-18,"Toronto, Ontario, Canada; Montréal, Quebec, Canada; Trois-rivières, Quebec, Canada",1344.45,329.06,0.0,295.6,0.0,1969.11,"Trip newly disclosed: occurred in P5, reimbursed in P6"
43986,To fulfill the mandate of the Parliamentary Secretary Committee on Service,2022-09-06,2022-09-09,"Montréal, Quebec, Canada; Lévis, Quebec, Canada; Saguenay, Quebec, Canada; Alma, Quebec, Canada; Québec, Quebec, Canada",0.0,214.67,595.02,317.5,0.0,1127.19,Trip amendment from P6 of 2022-23 due to expense received in P7 of 2022-23
44009,To meet with stakeholders and senior serving organizations,2022-08-22,2022-08-25,"Surrey, British Columbia, Canada; Victoria, British Columbia, Canada",1528.74,0.0,765.59,393.8,0.0,2688.13,"Trip newly disclosed: occurred in P5, reimbursed in P6"
44010,To support the Minister for the Western Summer Tour,2022-08-19,2022-08-25,"Surrey, British Columbia, Canada; Richmond, British Columbia, Canada; Vancouver, British Columbia, Canada",1375.44,133.0,871.46,514.15,0.0,2894.05,"Trip newly disclosed: occurred in P5, reimbursed in P6"
44011,To support the Parliamentary Secretary in engagements with local senior serving organizations and stakeholders as well as the Parliamentary Secretary Committee on Service,2022-08-21,2022-08-25,"Richmond, British Columbia, Canada; Surrey, British Columbia, Canada; Vancouver, British Columbia, Canada",1413.62,445.47,1258.04,492.25,0.0,3609.38,"Trip newly disclosed: occurred in P5, reimbursed in P6"
44012,To support the Minister for the Western Summer Tour,2022-08-22,2022-08-25,"Surrey, British Columbia, Canada; Victoria, British Columbia, Canada",1932.43,117.18,811.99,393.8,0.0,3255.4,"Trip newly disclosed: occurred in P5, reimbursed in P6"
44019,To attend meetings with Parliamentary Secretary and Minister,2022-08-15,2022-08-18,"Montréal, Quebec, Canada; Trois-rivières, Quebec, Canada",0.0,514.32,900.85,310.15,0.0,1725.32,"Trip newly disclosed: occurred in P5, reimbursed in P6"
44028,For announcements and meetings,2022-08-22,2022-08-27,"Halifax, Nova Scotia, Canada; Truro, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",668.17,26.45,1316.89,492.25,0.0,2503.76,"Trip newly disclosed: occurred in P5, reimbursed in P7"
44029,To accompany the Minister at announcements and meetings,2022-08-22,2022-08-27,"Halifax, Nova Scotia, Canada; Truro, Nova Scotia, Canada; Charlottetown, Prince Edward Island, Canada",801.57,310.89,1316.89,514.15,5.69,2949.19,"Trip newly disclosed: occurred in P5, reimbursed in P7"
44034,For stakeholder visits and announcements,2022-08-10,2022-08-12,"Yellowknife, Northwest Territories, Canada; Regina, Saskatchewan, Canada",2348.44,241.57,356.32,325.9,0.0,3272.23,"Trip newly disclosed: occurred in P5, reimbursed in P7"
44043,Cancelled trip,2022-10-04,2022-10-08,"Fredericton, New Brunswick, Canada; Halifax, Nova Scotia, Canada",780.09,0.0,0.0,0.0,0.0,780.09,Credit for the cost of the airfare has been issued for future trip
44044,For Regional visit and meetings with stakeholders,2022-09-25,2022-09-29,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada; Edmonton, Alberta, Canada",2813.96,102.2,869.58,229.4,0.0,4015.14,"Trip newly disclosed: occurred in P6, reimbursed in P7"
44091,To fulfill the mandate of the Parliamentary Secretary Committee on Service,2022-07-20,2022-07-22,"Toronto, Ontario, Canada; Owen Sound, Ontario, Canada; Collingwood, Ontario, Canada",0.0,624.6,583.43,251.3,0.0,1459.33,"Trip newly disclosed: occurred in P4, reimbursed in P8"
44116,Cancelled trip,2022-11-05,2022-11-07,"Calgary, Alberta, Canada; Edmonton, Alberta, Canada",1469.61,0.0,0.0,0.0,0.0,1469.61,Credit for the cost of the airfare has been issued for future trip
44228,To attend the Cabinet Retreat and meeting with stakeholder,2023-01-23,2023-01-26,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada",889.61,0.0,420.72,181.85,0.0,1492.18,"Trip newly disclosed: occurred in P10, reimbursed in P11"
44231,To accompany the Minister to the Cabinet Retreat and meeting with stakeholder,2023-01-23,2023-01-26,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada",1391.78,0.0,736.85,158.8,0.0,2287.43,"Trip newly disclosed: occurred in P10, reimbursed in P11"
44247,"For stakeholder visits, an announcement on Social Development Partnerships Program (SDPP) and School Food consultations",2023-01-16,2023-01-17,"Montréal, Quebec, Canada; Sherbrooke, Quebec, Canada",947.39,231.15,186.84,148.3,0.0,1513.68,"Trip newly disclosed: occurred in P10, reimbursed in P12"
44310,To attend regional visit and meetings with key stakeholders,2023-03-26,2023-03-28,"Québec, Quebec, Canada; Montréal, Quebec, Canada",0.0,790.29,398.66,91.7,0.0,1280.65,"Trip newly disclosed: occurred in P12, reimbursed in P1"
44366,To attend meetings with stakeholder,2023-04-07,2023-04-12,"Victoria, British Columbia, Canada; Calgary, Alberta, Canada",4218.96,0.0,234.11,613.0,0.0,5066.07,"Trip newly disclosed: occurred in P1, reimbursed in P2"
44367,To attend meetings with stakeholder,2023-04-04,2023-04-06,"Sydney, Nova Scotia, Canada; Halifax, Nova Scotia, Canada",2917.56,0.0,720.68,212.2,0.0,3850.44,"Trip newly disclosed: occurred in P1, reimbursed in P2"
44371,To accompany the Minister to attend meetings with stakeholder,2023-04-05,2023-04-06,"Sydney, Nova Scotia, Canada; Halifax, Nova Scotia, Canada",2787.3,401.96,150.66,212.2,0.0,3552.12,"Trip newly disclosed: occurred in P1, reimbursed in P2"
44376,To accompany the Minister to attend meetings with stakeholder,2023-04-10,2023-04-12,"Victoria, British Columbia, Canada; Calgary, Alberta, Canada",1616.61,300.46,432.11,318.3,0.0,2667.48,Trip amendment from P1 of 2023-24
44378,To accompany the Minister to attend meetings with stakeholder,2023-04-10,2023-04-12,"Victoria, British Columbia, Canada; Calgary, Alberta, Canada",3225.56,32.52,432.11,270.8,0.0,3960.99,"Trip newly disclosed: occurred in P1, reimbursed in P2"
44425,"To engage with and established collaborative relationships with stakeholders, including in Atlantic Canada",2023-04-25,2023-05-04,"Toronto, Ontario, Canada; Fredericton, New Brunswick, Canada; Halifax, Nova Scotia, Canada",1208.5,1895.94,1881.62,1127.9,0.0,6113.96,"Trip newly disclosed: occurred in P2, reimbursed in P3"
44429,Visit to Northern Ireland and for the 25th Anniversary celebrations of the signing of the Belfast Good Friday Agreement,2023-04-14,2023-04-22,"London, United Kingdom; Dublin, Ireland",9201.68,78.0,3362.07,724.9,23.2,13389.85,"Trip newly disclosed: occurred in P1, reimbursed in P3"
44433,To accompany the Minister for a visit to Northern Ireland and for the 25th Anniversary celebrations of the signing of the Belfast Good Friday Agreement,2023-04-16,2023-04-22,"London, United Kingdom; Dublin, Ireland",3586.51,52.96,2611.91,402.24,0.0,6653.62,"Trip newly disclosed: occurred in P1, reimbursed in P3"
44434,To accompany the Minister for a visit to Northern Ireland and for the 25th Anniversary celebrations of the signing of the Belfast Good Friday Agreement,2023-04-16,2023-04-24,"London, United Kingdom; Dublin, Ireland",3197.35,106.9,4601.7,1167.4,48.94,9122.29,"Trip newly disclosed: occurred in P1, reimbursed in P3"
44440,Cancelled trip,2023-04-15,2023-04-22,"London, United Kingdom; Dublin, Ireland",844.13,0.0,538.78,0.0,0.0,1382.91,"Trip newly disclosed: occurred in P1, reimbursed in P3

Service fees applied"
44496,To meet with key stakeholders in Mauricie and to make an announcement in Montreal,2017-02-26,2017-02-28,"Mauricie & Montréal, Quebec",0.0,0.0,386.76,79.8,0.0,466.56,AMC413074
44500,To attend the Globe Conference in Toronto and to speak at the IAIA2017 Conference in Montreal,2017-04-03,2017-04-05,"Toronto, Ontario; Montréal, Quebec",513.54,0.0,497.59,80.25,0.0,1091.38,AMC460604
44512,To accompany the Minister in Mauricie and Montreal,2017-02-26,2017-02-28,"Mauricie & Montréal, Quebec",0.0,0.0,386.76,79.8,0.0,466.56,AMC402495
44522,To accompany the Minister in Mauricie and Montreal,2017-02-26,2017-02-28,"Mauricie & Montréal, Quebec",0.0,398.0,386.76,79.8,14.65,879.21,AMC472854
44533,To accompany the Minister in Toronto and Montreal,2017-04-03,2017-04-05,"Toronto, Ontario; Montréal, Quebec",1107.61,21.85,497.59,178.1,0.0,1805.15,AMC436038
44551,Claim for parking receipts for meetings in Gatineau and Ottawa,2016-09-01,2017-01-31,"Gatineau, Quebec; Ottawa, Ontario",0.0,0.0,0.0,0.0,139.0,139.0,ALX313360
44563,To attend the World Environment Day events in Niagara and Toronto,2017-06-04,2017-06-05,"Niagara & Toronto, Ontario",259.3,0.0,309.62,0.0,0.0,568.92,AMC443156
44577,To accompany the parliamentary Secretary in Saskatoon and Regina,2017-05-14,2017-05-16,"Saskatoon&regina, Saskatchewan",1684.37,21.5,170.35,81.15,0.0,1957.37,AMC425701
44581,To accompany the Minister in Winnipeg and to attend the Assembly of First Nations in Regina,2017-07-23,2017-07-27,"Winnipeg, Manitoba; Regina, Saskatchewan",1388.44,139.14,669.44,324.6,0.0,2521.62,AMC428282
44584,To accompany the Minister in Niagara and Toronto,2017-06-04,2017-06-05,"Niagara&toronto, Ontario",344.05,0.0,309.62,51.75,0.0,705.42,AMC456777
44588,To meet key stakeholders in Kamloops and to accompany the Minister in Halifax - April 2017,2017-04-24,2017-04-26,"Kamloops, British Colombia; Halifax, Nova Scotia",1222.04,134.11,399.87,278.2,0.0,2034.22,AMC419498
44596,"To meet with key stakeholders  (Caribou meetings) in Edmonton, Quebec, Toronto and Saskatoon",2017-04-09,2017-04-13,"Edmonton, Alberta; Quebec, Quebec; Toronto, Ontario; Saskatoon, Saskatchewan",3069.72,233.0,691.65,235.25,0.0,4229.62,AMC460110
44603,"Meetings with Minister's 
counterparts",2017-07-25,2017-07-27,"Regina, Saskatchewan; Winnipeg, Manitoba; Edmonton, Alberta",2115.36,39.0,704.76,266.66,0.0,3125.78,ALY679427
44604,"Meetings with Minister's 
counterparts",2017-08-01,2017-08-03,"Halifax, Nova Scotia; St-john's, Newfoundland And Labrador",1476.91,63.0,421.5,133.05,0.0,2094.46,ALY614146
44606,"Meetings with Minister's 
counterparts",2017-08-22,2017-08-26,"Calgary, Alberta; Vancouver, British Columbia",3941.06,222.3,856.92,330.7,16.95,5367.93,ALY672040
44617,Parking reimbursement,2017-02-01,2017-06-30,"Gatineau, Quebec; Ottawa, Ontario",0.0,0.0,0.0,0.0,184.0,184.0,ALX355274
44618,To accompany the Parliamentary Secretary for discussion with Provincial Minister's on Boreal Caribou recovery ,2017-04-11,2017-04-14,"Edmonton, Alberta; Quebec, Quebec; Toronto, Ontario; Saskatoon, Saskatchewan",3580.49,235.99,844.29,346.35,0.0,5007.12,ALX381366
44621,To meet with key stakeholders in Calgary and Vancouver,2017-08-23,2017-08-25,"Calgary, Alberta; Vancouver, British Columbia",2891.95,0.0,579.7,45.95,0.0,3517.6,AMC493807
44634,Met with Provincial Governments to discuss the Low Carbon Economy Fund,2017-08-06,2017-08-09,"Halifax, Nova Scotia; Charlottetown, Prince-edward Island; Fredericton, New-brunswick",1362.57,40.0,401.18,206.75,0.0,2010.5,NXV601414
44638,To make an announcement in Toronto and Hamilton,2017-07-20,2017-07-22,"Toronto & Hamilton, Ontario",508.86,42.8,248.25,63.1,0.0,863.01,AMC452607 and AMC433074
44639,To meet with key stakeholders in Winnipeg and to attend the Assembly of First Nations in Regina,2017-07-23,2017-07-26,"Winnipeg, Manitoba; Regina, Saskatchewan",1125.57,0.0,632.33,208.25,0.0,1966.15,AMC488833
44644,To meet with key stakeholders in Kelowna and Victoria,2017-10-26,2017-10-29,"Kelowna & Victoria, British Columbia",3361.92,0.0,394.39,151.8,0.0,3908.11,AMC438240
44645,To meet with key stakeholders and to build relationships in London and Dublin,2017-10-09,2017-10-15,"London, England; Dublin, Ireland",8817.14,39.58,2882.01,626.96,0.0,12365.69,AMC455535
44653,To accompany the Minister in Calgary and Vancouver,2017-08-23,2017-08-25,"Calgary, Alberta; Vancouver, British Columbia",1700.3,119.01,567.94,161.55,0.0,2548.8,AMC404558
44658,To accompany the Minister in London and Dublin,2017-10-09,2017-10-13,"London, United Kingdom; Dublin, Ireland",2196.85,118.13,1966.17,315.4,0.0,4596.55,AMC458698
44665,To attend the Caribou meeting in Ottawa and to visit Waterton Lakes National Park in Alberta,2017-08-28,2017-08-31,"Ottawa, Ontario; Waterton Lakes National Park, Alberta",1055.94,216.94,216.91,137.85,24.34,1651.98,AMC423004
44667,To accompany the Minister in Winnipeg and Regina,2017-07-23,2017-07-26,"Winnipeg, Manitoba; Regina, Saskatchewan",1641.3,33.42,450.54,242.7,0.0,2367.96,AMC429177
44675,To accompany the Minister in Toronto and Hamilton,2017-07-20,2017-07-22,"Toronto & Hamilton, Ontario",342.19,71.27,423.4,126.2,0.0,963.06,AMC493420
44677,To accompany the Minister in Calgary and Vancouver,2017-08-23,2017-08-25,"Calgary, Alberta; Vancouver, British Columbia",1226.12,4.1,551.77,45.95,0.0,1827.94,AMC408951
44685,"To accompany the Minister and to meet with key stakeholders in Calgary, Vancouver and Kamloops",2017-08-22,2017-08-25,"Calgary, Alberta; Vancouver, British Columbia; Kamloops, British Columbia",2390.77,234.16,737.0,288.5,0.0,3650.43,AMC412713
44702,Meetings with Minister's counterparts,2017-10-09,2017-10-14,"London, England; Dublin, Ireland",7551.68,0.0,1193.15,387.63,0.0,9132.46,ALY643734
